Message ID,From,Subject,Date Sent,Date Received,Attachments Count,Body Snippet,Spam or Normal
17d22b5bd177aa77,19bds@vitstudent.ac.in,Webinar by Radboud University Netherlands -17 Nov 2021 at 11 a.m.,"Nov 15, 2021, 13:35:41","Nov 15, 2021, 13:57:55",0,"Dear Students, You are invited to attend the webinar by Radboud University Netherlands -17 Nov 2021 at 11:00 AM. Topic- Higher Education opportunities in Radboud University Netherlands Registration",Normal
17d280a70ddab8d4,19bds@vitstudent.ac.in,MICROSOFT Pre Placement Talk is Scheduled on 17th Nov by,"Nov 16, 2021, 14:47:47","Nov 16, 2021, 14:48:33",0,MICROSOFT Pre Placement Talk is Scheduled on 17th Nov by 2.30 pm All the below 4 are said to attend the PPT without fail Link - Click here to join the meeting Time – 2:30 PM to 3:15 PM Date – 17 th Nov,Normal
17d28029e198ada6,19bds@vitstudent.ac.in,Congratulations !! WALMART SUPER DREAM SUMMER INTERNSHIP SELECTION LIST !!,"Nov 16, 2021, 14:39:14","Nov 16, 2021, 14:40:00",0,Congratulations !! WALMART SUPER DREAM SUMMER INTERNSHIP SELECTION LIST !! Name Reg NO Sunil Kumar GV 19BLC1055 HARSH GULATI 19BCT0210 Nitin Narayanan 19BPS1050 Garvit 19BIT0023 Kaustubh Dwivedi,Normal
17d2816437d558ab,19bds@vitstudent.ac.in,Congratulations!! Adobe summer internship selection list 2023 Batch,"Nov 16, 2021, 15:01:33","Nov 16, 2021, 15:01:27",0,"Congratulations!! Adobe summer internship selection list 2023 Batch Team: Product Engineering Teams (Digital Experience, Digital Media, Document Cloud, Print and Publishing, Cloud Technology and",Normal
17d22b5bd177aa77,19bds@vitstudent.ac.in,Fw: Webinar by Radboud University Netherlands -17 Nov 2021 at 11 a.m.,"Nov 16, 2021, 12:05:14","Nov 16, 2021, 12:28:24",0,"A gentle reminder ( 17 November 2021) with best regards Dr Vijay kumar Chandrasekaran Director- International Relations Vellore Institute of Technology (VIT) Vellore-632014 Tamil Nadu, INDIA W : www.",Normal
17d28832352f5b30,noreply@email.teams.microsoft.com,Raja posted a message,"Nov 16, 2021, 17:00:20","Nov 16, 2021, 17:00:23",5,"Meeting in ""General""Play ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌",Normal
17d0fca2de4fda29,19bds@vitstudent.ac.in,ION NEXT ROUND OF SELECTION PROCESS IS SCHEDULED ON 12 th NOV 2021,"Nov 11, 2021, 21:46:47","Nov 11, 2021, 21:47:28",0,ION NEXT ROUND OF SELECTION PROCESS IS SCHEDULED ON 12 th NOV 2021 Please find the below shortlisted students with links Students are said to Join 10 mins earlier to their time slots Candidate Name,Normal
17d0f8714fe27d60,19bds@vitstudent.ac.in,International Cyber Security conference-reg,"Nov 11, 2021, 20:25:02","Nov 11, 2021, 20:34:10",0,"Dear Student's, AVAR (Association of Anti-Virus Asia Researchers) is hosting an annual International Cyber Security conference virtually between December 2-3, 2021. The conference has created quite",Normal
17d0ef2eced4b895,19bds@vitstudent.ac.in,"VIT-IR-SBST- Purdue University , USA joint webinar series - 17 November ,Wedesday 2021 at 19.30 hrs","Nov 11, 2021, 17:23:25","Nov 11, 2021, 17:52:21",0,"Dear Students, VIT's International Relations Office,SBST and Purdue University, USA cordially invite you for the joint webinar series. Date : 17 Nov 2021, Tuesday Time :7:30 PM (IST) Topic :",Normal
17d0eee6562f45ad,do-not-reply@mails.futureskillsprime.in,Are You a Coding Enthusiast? Participate in Code Kaze by Coding Ninjas 😎,"Nov 11, 2021, 17:47:21","Nov 11, 2021, 17:47:24",0,Got Questions? Please visit FutureSkills Prime and ask Techy - our chatbot. Keep Learning! The Team at FutureSkills Prime Learn on the go! Download the FutureSkills Prime Mobile app Alternate text,Spam
17d0e74b081a833e,noreply@email.teams.microsoft.com,BADDAM and SHREEYA sent 2 messages to your chat,"Nov 11, 2021, 15:34:26","Nov 11, 2021, 15:34:28",5,bro ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌,Spam
17d0e7034b2ec311,19bds@vitstudent.ac.in,"Information session on ""Technology Leadership and Entrepreneurship and its Global Prospects"" by HONG KONG University of Science and Technology: reg","Nov 11, 2021, 15:23:58","Nov 11, 2021, 15:29:34",0,DEAR STUDENTS Hong Kong University of Science and Technology is organizing an Information session on “Technology Leadership and Entrepreneurship and its Global prospects”. The session will be conducted,Normal
17d0dd24305b3160,noreply@email.teams.microsoft.com,ATEETH posted a message,"Nov 11, 2021, 12:37:01","Nov 11, 2021, 12:37:03",5,Thank you sir ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌,Spam
17d0dbe2d611019b,19bds@vitstudent.ac.in,​Wellsfargo Online Test is Scheduled on 11th November 2021 by 02:00 pm,"Nov 11, 2021, 12:16:52","Nov 11, 2021, 12:15:07",1,Wellsfargo Online Test is Scheduled on 11th November 2021 by 02:00 pm Please find the attached shortlisted students list Test link will be shared to the students directly Note: 1. Students are,Normal
17d0dbca997df7a2,19bds@vitstudent.ac.in,Quanta: The annual clubs and chapters expo-reg,"Nov 11, 2021, 12:05:18","Nov 11, 2021, 12:13:27",0,"Dear VITian's, The Office of Students' Welfare presents, Quanta The annual clubs and chapters expo for freshers on the 13th and 14th of November 2021. Come and witness the various clubs and",Normal
17d0d981f3e89f65,19bds@vitstudent.ac.in,Microsoft Summer internship Registration 2023 Batch,"Nov 11, 2021, 11:33:39","Nov 11, 2021, 11:33:33",1,Summer Internship- 2023 Batch Name of the Company Microsoft Category Super Dream software Date of Visit: Will be announced later Eligible Branches Ø B. Tech (Computer Science and Engineering) Ø B. Tech,Normal
17d0d4a94e14f9b8,19bds@vitstudent.ac.in,Joint VIT-BU Webinar Series-Autonomous Systems-C-ITS for Accident Detection and Avoidance System for VRUs-Session 5,"Nov 11, 2021, 10:04:09","Nov 11, 2021, 10:08:51",0,"Dear VITians, Greetings! In continuation of the VIT-BU webinar series, the 5 th webinar session-“ Cooperative-Intelligent Transportation System (C-ITS) for Accident Detection and Avoidance System for",Normal
17d0d8f306c4c01e,19bds@vitstudent.ac.in,"INDO-UK HIGHER EDUCATION & CAREERS SUMMIT - 11 NOV, 2021","Nov 11, 2021, 10:59:36","Nov 11, 2021, 11:23:48",0,Attention: Civil Engineering & Architecture Students INDO-UK HIGHER EDUCATION & CAREERS SUMMIT -2021-2022 Great Careers in the United Kingdom- Architecture and Built Environment. You are,Normal
17d081123c51c3c3,19bds@vitstudent.ac.in,FW: Online workshop on Analytical Instruments on 27th Nov'21 - VITTBI,"Nov 10, 2021, 09:47:06","Nov 10, 2021, 09:48:00",0,"From: TBI Coordinator Sent: 10 November 2021 09:27 To: VITTBI Vellore Cc: John Joseph J Subject: Online workshop on Analytical Instruments on 27th Nov'21 - VITTBI Dear Students, The BioNEST",Normal
17d0d407f979f3b6,19bds@vitstudent.ac.in,"Master class on ""Serious Fun: How You Can Use Gaming Technologies To Make a Real Difference"" - 11th Nov. 2021 -12 PM to 1 PM (IST) - Reg.","Nov 11, 2021, 09:28:15","Nov 11, 2021, 09:57:50",0,"Dear Students, We cordially invite you to the RMIT Master class on “Serious Fun: How You Can Use Gaming Technologies To Make a Real Difference” by Professor Deb Polson, Associate Dean, Digital Design",Normal
17d0d8ea5afab9f4,19bds@vitstudent.ac.in,FW: OPEN HOUSE for Applicants to Cohort 19 of I-NCUBATE program of GDC,"Nov 11, 2021, 11:22:08","Nov 11, 2021, 11:23:12",0,"Forwarding a mail from GDC, IITM on the I-NCUBATE program. You may register for the Open house session (link provided ) in the mail to know more about this initiative. Best Regards Dr.A.Balachandran Sr",Normal
17d07a1e724a3bdc,19bds@vitstudent.ac.in,Congratulations,"Nov 09, 2021, 19:02:46","Nov 10, 2021, 07:46:31",1,"Dear VITian's, We are extremely happy to announce that Ms. P. Nithika (21BCC0275) has represented Tamil Nadu, and won Gold Medal in Archery event, in the 5th PYKKA National Games held at Jaipur.",Normal
17d0d1c955558c6e,19bds@vitstudent.ac.in,ION NEXT ROUND OF SELECTION PROCESS IS SCHEDULED ON 11th NOV,"Nov 11, 2021, 09:17:49","Nov 11, 2021, 09:18:36",0,ION NEXT ROUND OF SELECTION PROCESS IS SCHEDULED ON 11th NOV Please find the below shortlisted students with links Students are said to Join 10 mins earlier to their time slots Candidate Name Candidate,Normal
17d0cea291e7a2d3,noreply.moovit@vit.ac.in,You have upcoming activities due,"Nov 11, 2021, 08:23:28","Nov 11, 2021, 08:23:32",0,"Hi MAHIN JAIN, You have upcoming activities due: Activity-5 and 6 Data Set Upload is due When: Tuesday, 16 November 2021, 11:00 PM Course: CSE3046 Programming for Data Science Fall 2021-22 [",Normal
17d07a1e291f5dd2,19bds@vitstudent.ac.in,Fw: CERTIFICATE OF APPRECIATION BY SOLVED CHALLENGE,"Nov 09, 2021, 20:54:42","Nov 10, 2021, 07:46:42",1,"Dear All, On behalf of SMEC, I congratulate Mr. Chinmay Kapruan (19BME0514) for being selected in Top 50 start-up teams in the Social Objectives-Led Volunteer Enterprise Development Challenge (SOLVED)",Normal
17d0cd735c908d34,19bds@vitstudent.ac.in,11th November - Today's Online events by Clubs and Chapters-reg,"Nov 11, 2021, 07:41:32","Nov 11, 2021, 08:02:50",0,"Dear VITian's, Office of Students' Welfare invites you for today's [11 th November] online events. Youth Red Cross Association Event Name: Notable Happenings in Environmental History Time:",Normal
17d07a1dd5c1a8bf,19bds@vitstudent.ac.in,Free python course on udemy,"Nov 09, 2021, 22:08:40","Nov 10, 2021, 07:46:28",0,"Dear All, Safe. One of my contact has sent the following link for registering a courrse on Python 3.0 on Udemy. It costs Rs. 4000. But he is offering it for free to me and 500 of my contacts (students",Normal
17d0af9d273aa60b,noreply@email.teams.microsoft.com,SMART5 posted a message,"Nov 10, 2021, 23:21:22","Nov 10, 2021, 23:21:24",5,Scheduled a meeting ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌,Spam
17d0792d32554e45,19bds@vitstudent.ac.in,10th November - Today's Online events by Clubs and Chapters-reg,"Nov 10, 2021, 07:28:58","Nov 10, 2021, 07:30:03",0,"Dear VITian's, Office of Students' Welfare invites you for today's [10 th November] online events. World Science Day for Peace and Development World Science Day for Peace and Development is",Normal
17d21a2de4fd4b3f,yrc@vit.ac.in,"EXC1002 Red Cross - Winter S 20-21 - ""Crealize 3.0""","Nov 15, 2021, 08:57:20","Nov 15, 2021, 08:57:42",1,"Hello guys! In order to further our cause of donating blood, YRC-VIT presents 'Crealize 3.0', an online poster making competition to inculcate awareness and encourage people to use their",Normal
17d0a4162fa75b4d,19bds@vitstudent.ac.in,University Certificate - Reg,"Nov 10, 2021, 19:59:03","Nov 10, 2021, 19:59:57",0,"Dear Students, The certificates for the Endownment awards, Merit scholarship, achievers, special achievers, and other awards are enabled for download in VTOP for the approved/eligible students.",Normal
17d05a89481b1cc9,19bds@vitstudent.ac.in,Wellsfargo summer internship registration 2023 Batch,"Nov 09, 2021, 22:33:52","Nov 09, 2021, 22:34:34",0,Summer Internship - 2023 Batch Name of the Company Wellsfargo Category Super Dream software Date of Visit: Will be announced later Eligible Branches Ø B. Tech (Computer Science and Engineering) Ø B.,Normal
17d0a2fd4cc645fb,noreply@email.teams.microsoft.com,Anthoniraj posted a message,"Nov 10, 2021, 19:40:45","Nov 10, 2021, 19:40:47",5,"Students, Regarding Stock Data API, Some students are reporting to me about the restriction of downloading intraday... ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌",Spam
17d0541fd2b34c91,sales@intrinio.com,What's New in Financial Data for November,"Nov 09, 2021, 20:42:29","Nov 09, 2021, 20:42:30",0,"Explore our new, simplified equities and options data packages and catch up on our latest podcast episodes. Your Fintech News November Edition Spotlight: Equities & Options Data Packages Newsletter",Spam
17d04a3d75f2869a,19bds@vitstudent.ac.in,4th Session Invitation - VIT - Binghamton Joint Webinar Series -Today @ 6:30 pm,"Nov 09, 2021, 16:54:43","Nov 09, 2021, 17:49:46",0,"Dear All, We cordially invite you to the fourth session of this VIT - Binghamton Joint Webinar Series titled “Cyber Resilience: Being Prepared for the Next Cyber Attack” by Dr. Sibi Chakkaravarthy",Normal
17d0431971225b8f,19bds@vitstudent.ac.in,FW: Internship Opportunity with Unlearner's Tech - Startup project under pre-incubation at VITTBI,"Nov 09, 2021, 15:44:05","Nov 09, 2021, 15:44:58",0,From: TBI Coordinator Sent: 09 November 2021 15:33 To: VITTBI Vellore Subject: FW: Internship Opportunity with Unlearner's Tech - Startup project under pre-incubation at VITTBI This opportunity,Normal
17d09ccaee473af0,19bds@vitstudent.ac.in,CAREER COUNSELLING -VIT-CDC- 'CAREER CLAIRVOYANCE 2021 - TOMORROW - NOVEMBER 11 - 6.30 -8.00pm-reg,"Nov 10, 2021, 17:51:31","Nov 10, 2021, 17:52:29",0,"Dear Students, The Office of Career Development Centre, VIT is coming out with ""CAREER CLAIRVOYANCE '21' from November 10th onwards, where the students will be given an opportunity to know",Normal
17d0f0c16e415db5,smartnotifications5@gmail.com,Regarding STS quiz-2,"Nov 11, 2021, 18:19:40","Nov 11, 2021, 18:19:50",0,"Dear Student, This is to inform you that Quiz-2 will be held during the regular class hours in Microsoft Teams. Hence all the students are advised to join the meeting scheduled in the calendar on time.",Normal
17d07f15ad6d8f14,19bds@vitstudent.ac.in,Re-CAT - I (Freshers) and ReCAT - II (Seniors) - Schedule for each Process,"Nov 10, 2021, 08:41:03","Nov 10, 2021, 09:13:17",0,"Dear Student, As per academic regulations, students who have missed the regular CAT - I (Freshers) and CAT - II (Seniors) due to Placement related activity, genuine health issues (hospitalization) or",Normal
17d09cc83e51021a,19bds@vitstudent.ac.in,CAREER COUNSELLING -VIT-CDC- 'CAREER CLAIRVOYANCE 2021 - TODAY - NOVEMBER 10- 6.30-8.00pm - reg,"Nov 10, 2021, 17:51:19","Nov 10, 2021, 17:52:17",0,"Dear Students, The Office of Career Development Centre, VIT is coming out with ""CAREER CLAIRVOYANCE '21' from November 10th onwards, where the students will be given an opportunity to know",Normal
17d02d643e0fd283,19bds@vitstudent.ac.in,FW: Internship Opportunity at Papersdrop - Startup Project under pre-incubation at VITTBI,"Nov 09, 2021, 09:24:44","Nov 09, 2021, 09:25:47",0,"Forwarding an internship opportunity from Papersdrop, a project under pre incubation support at VITTBI Regards Dr.A.Balachandran Sr.General Manager VITTBI From: TBI Coordinator Sent: 08 November 2021",Normal
17d02624b6010468,19bds@vitstudent.ac.in,9th November - Today's Online events by Clubs and Chapters-reg,"Nov 09, 2021, 07:17:52","Nov 09, 2021, 07:18:56",0,"Dear VITian's, Office of Students' Welfare invites you for today's [9 th November] online events. National Legal Services Day National Legal Services Day was first observed in the country",Normal
17cfd55737a48493,19bds@vitstudent.ac.in,8th November - Today's Online events by Clubs and Chapters-reg,"Nov 08, 2021, 07:45:44","Nov 08, 2021, 07:46:48",0,"Dear VITian's, Office of Students' Welfare invites you for today's [8 th November] online events. STEM Day STEM/STEAM Day falls on November 8. There's no way around it: children are",Normal
17d00a6c6813750f,lmangine@intrinio.com,Checking In,"Nov 08, 2021, 23:14:24","Nov 08, 2021, 23:14:30",0,"Hello Mahin​: Do you currently use another provider for your financial data? We provide flexible data plans available for every stage of your business, whether you are an early-stage startup or an",Spam
17cf868091adb3bd,19bds@vitstudent.ac.in,7th November - Today's Online events by Clubs and Chapters-reg,"Nov 07, 2021, 08:48:08","Nov 07, 2021, 08:49:00",0,"Dear VITian's, Office of Students' Welfare invites you for today's [7 th November] online events. National Cancer Awareness Day National Cancer Awareness Day is observed every year on",Normal
17cff88229d0dcda,do-not-reply@mails.futureskillsprime.in,"Mahin Jain, Hundreds of Learners Have Earned a Badge, What About You? 😲","Nov 08, 2021, 18:01:21","Nov 08, 2021, 18:01:24",0,"Image The FutureSkills Prime Platform is a joint initiative by the Ministry of Electronics and Information Technology (MeitY), Government of India and NASSCOM that is available to Indian Citizens",Spam
17cf53ad7343a751,19bds@vitstudent.ac.in,"Webinar by the  University of Texas at Arlington, USA on Monday  08 Nov, 2021 at 07.30 p.m.","Nov 06, 2021, 11:22:56","Nov 06, 2021, 18:00:46",0,"Dear Students, Webinar by the University of Texas at Arlington, USA on Monday 08 Nov, 2021 at 07.30 pmIST Link to Join: https://tinyurl.com/tt2zm773 Join conversation tinyurl.com with regards Dr. C.",Normal
17cf53c09b97ceec,19bds@vitstudent.ac.in,"Webinar by Dartmouth College, USA on 16 November 2021","Nov 06, 2021, 12:58:31","Nov 06, 2021, 18:02:04",0,"LIVE WEBINAR - DARTMOUTH COLLEGE, USA Topic : Master of Engineering Management - Information Session Date : 16 November 2021 Time : 07:00-08:00 PM Link to Register : https://bit.ly/dartmouth16nov with",Normal
